response_content,response_category
"Robbie Powelson176745-29438918@requests.muckrock.comRE: Public Records Act RequestDear Mr. Powelson,This letter is in response to your correspondence, received November 22, 2024,requesting• “The budget and costs for Dignitary Protection Section services at 81 FernhillAvenue, Ross CA between June 24th, 2024, to November 22nd, 2024• The budget and costs for Dignitary Protection Section services for the NewsomFamily between June 24th, 2024, to November 22nd, 2024• The budget and costs for Dignitary Protection Section services for the SiebelFamily between June 24th, 2024, to November 22nd, 2024”.The requested records are associated with the Governor’s CHP security detail and theGovernor’s Office is not the custodian of those records. You should direct your requestto the CHP.Thank you for contacting the Governor’s Office.Sincerely,Jinnifer PitcherDeputy Legal Affairs Secretary",denial
"You will need to contact the county in which the individual that was incarcerated. You might also want to contact the Department of Justice in the event it assisted in any investigation. This request will be closed since it is not filed with the correct agency or department.

[cid:image001.png@01DB304F.647D6250]

Rebecca Narmore | Agency Legal Counsel
Office of Public Information Requests
Department of Administration
DESK 406.444.3734
Cell: 406-202-9895",denial
"11/08/2024

Kristen Axtman
MuckRock News DEPT MR 175959
263 Huntington Ave
Boston, MA 02115
Emailed to: requests@muckrock.com
RE: Need More Information - EPA FOIA Request Number 2025-EPA-01060

Hello Kristen Axtman:

This email concerns the above-referenced Freedom of Information Act (FOIA) request, submitted to the U.S. Environmental Protection Agency (EPA), National FOIA Office (NFO) on 11/07/2024. You are seeking the following: ""I hereby request the following records: All communications, which may include, but should not be limited to, emails, correspondence, memos, and transcriptions of telephone calls, containing the words 'Forest Degradation.'""

After review of your FOIA request, we determined your request does not reasonably describe the records you are seeking in a way that will permit EPA employees to identify and locate them.  For example, as submitted your request is overly broad and does not include specific information about each record sought, such as the date, title or name, author, recipient, and subject matter. For your request for communications containing the words ""Forest Degradation,"" please clarify which EPA staff and/or program offices you are requesting communications for. Additionally, please clarify the date range that you are requesting a search of records for. While the Freedom of Information Act does not require you to explain the reason for your request for records, if you can provide clarifying information on the purpose of your request, this will also support the agency with narrowing the scope of the search to identify records that you are seeking.

EPA’s FOIA regulations state: “Whenever possible, your request should include specific information about each record sought, such as the date, title or name, author, recipient, and subject matter. If known, the requester should include any file designations or descriptions for the records that the requester wants. The more specific the requester is about the records or type of records that the requester wants, the more likely EPA will be able to identify and locate records responsive to the request.” 40 C.F.R 2.102 (c) The FOIA does not require an agency to create new records, answer questions posed by requesters, or attempt to interpret a request that does not identify reasonably described records

We would like to provide you with the opportunity to clarify the records that you are seeking so that EPA can process your request.  As indicated in 40 C.F.R. § 2.102(c), please include any specific information about the records, including time period, authors, or a more detailed description of the records' subject matter.  Please contact Lee Hagy at hagy.lee@epa.gov with your clarification or let us know if you would like to schedule a time to discuss your request over the phone.
. If we do not hear back from you, EPA may issue a final determination to close out your request. Please note that you are not prohibited from submitting additional Freedom of Information Act requests in the future. Please reply within 20 calendar days from the date of this email by November 28, 2024

For more information, please visit our website at: https://www.epa.gov/foia. If you need any further assistance or would like to discuss any aspect of your request, you may seek assistance from EPA’s FOIA Public Liaison at hq.foia@epa.gov or call (202) 566-1667. You may also seek assistance from the Office of Government Information Services (OGIS). You may contact OGIS in any of the following ways: by mail, Office of Government Information Services, National Archives and Records Administration, 8601 Adelphi Road, College Park, MD 20740-6001; email: ogis@nara.gov; telephone: (202) 741-5770 or (877) 684-6448; or fax: (202) 741-5769.  We look forward to your prompt reply.

Sincerely,
National FOIA Office
U.S. Environmental Protection Agency
",denial
"*24-1962-SO*

Good Morning,
Please be advised that we do not have any responsive information in regard
to your request.

Respectfully,

*Jo Lynn Trantham *
*Administrative Assistant III*
*Hidalgo County Sheriff's Office *
*(956)292-7000 ext. 7618*",denial
"Hello,

In accordance with ORS 192.324(2), this is to acknowledge our receipt on November 26, 2024, of your request for the following records:

""To Whom It May Concern:

Pursuant to the Oregon Public Records Law, I hereby request the following records:

Any contracts between the Education Department and the Institute for Curriculum Services, and the content of any professional development materials or presentations prepared by the Institute Curriculum Services for the Education Department since October 7th, 2022. I also request any email communication between Education Department employees and employees of the Institute for Curriculum Services since October 7th, 2022.

The requested documents will be made available to the general public, and this request is not being made for commercial purposes.

In the event that there are fees, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 10 business days.

Sincerely,

Alex Kane

Upload documents directly: https://www.muckrock.com/

Having reviewed your request, we are able to inform you that:

We are not the custodian of the requested records. Specifically, the Oregon Department of Education (ODE) has not worked with that vendor in the past.

Thank you,

ODE Public Records Team

Office of the Director

255 Capitol Street NE

Salem, OR 97310

www.oregon.gov/ode<http://www.oregon.gov/ode>

[cid:150d28b4-0a12-40ef-815d-83f9faaf768d]",denial
"DEPARTMENT OF HOMELAND SECURITYUNITED STATES SECRET SERVICEWASHINGTON, D.C. 20223Freedom of Information Act ProgramCommunications Center245 Murray Lane, S.W., Building T-5, Mail Stop 8205Washington, D.C. 20223Date: November 26, 2024Hannah Beckler263 Huntington AveBoston, MassachusettsEmail: 169205-57857576@requests.muckrock.comFile Number: 20250213Dear Requester:This is the final response to your recent Freedom of Information Act (FOIA) request, received bythe United States Secret Service (Secret Service) on November 26, 2024, for information pertainingto the following:1. All communication records pertaining to the incident, generated on July 13 2024 until the datethis request is processed. Please include all transcripts, memoranda, and other communications inyour search. Please limit your search to the following keywords: “Crooks” “assassination” “shooter”“rally” “Trump.” Responsive records would include all relevant internal memoranda, plans, reports,and email correspondence sent to and from the agency’s top five senior-most officials related to,mentioning or generated as a result of the assassination attempt; and2. All relevant internal memoranda, plans, reports, and email correspondence sent to and from themembers of your agency and members of the following organizations: Butler Township PoliceDepartment, Butler Sheriff’s Office, the Pennsylvania State Police, Pennsylvania CriminalIntelligence Center, Delaware Valley Intelligence Center (Philadelphia, PA), and WesternPennsylvania All Hazards Fusion Center (Pittsburgh, PA) containing the following keywords:“Crooks” “assassination” “shooter” “rally” “ear” “Trump.”.At this time, pursuant to Title 5 U.S.C. § 552(B)(7)(A), any potentially responsive records, if theyexist, are exempt as disclosure could reasonably be expected to interfere with enforcementproceedings. The citation of the above exemption is not to be construed as the only exemptionwhich may be available under the FOIA.
p. 2
f you deem our decision an adverse determination, you may exercise your appeal rights. Should youwish to file an administrative appeal, your appeal should be made in writing and received withinninety (90) days of the date of this letter, by writing to: Freedom of Information Appeal, DeputyDirector, U.S. Secret Service, Communications Center, 245 Murray Lane, S.W., Building T-5,Washington, D.C. 20223. If you choose to file an administrative appeal, please explain the basis ofyour appeal and reference the case number listed above.Additionally, you have the right to seek dispute resolution services from the Office of GovernmentInformation Services (OGIS) which mediates disputes between FOIA requesters and Federalagencies as a non-exclusive alternative to litigation. Please note that contacting the Secret Service’sFOIA Program and/or OGIS is not an alternative to filing an administrative appeal and does notstop the 90-day appeal clock. You may contact OGIS at: Office of Government InformationServices, National Archives and Records Administration, 8601 Adelphi Road-OGIS, College Park,Maryland 20740-6001. You may also reach OGIS via email at ogis@nara.gov, telephone at 202-741-5770/toll free at (877) 684-6448, or facsimile at (202) 741-5769.If you need any further assistance, or would like to discuss any aspect of your request, please contactour FOIA Public Liaison, Kevin Tyrrell, at (202) 220-1819. Alternatively, you may send an emailto foia@usss.dhs.gov.FOIA/PA File No. 20250213 is assigned to your request. Please refer to this file number in allfuture communication with this office.Sincerely,Kevin L. TyrrellFreedom of Information Act OfficerOffice of Intergovernmental and Legislative Affairs",denial
"I have received your request for records under the Alabama Open Records Law § 36-12-40 et seq.

The FOIA (Freedom of Information Act) as a matter of clarification is a federal provision that is primarily concerned with the several federal agencies and making certain information is public and available, but that act does not have applicability to state and local entities. Section 36-12-40, commonly referred to as the Alabama Open Records Law, states that “every citizen (now RESIDENT) has a right to inspect and take a copy of any public writing of this state, except as otherwise expressly provided by statute.” It is therefore axiomatic that an Alabama statute that references the rights of a citizen denotes the rights of a person who is a resident of this state.

The Alabama Supreme Court has limited the import of section 36-12-40 to Alabama citizens. See State ex rel Kernells v. Ezell, 291 Ala. 440. (Ala.1973). Also, in Stone v. Consol. Publ’g Co., 404 So. 2d 678, 681 (1981) which states that public writings of the state are records that record the activities of public officers so that the status or condition of …activities can be known by our citizens (RESIDENTS). The United States Supreme Court in McBurney v. Young, 133 S. Ct. 1709, 1714 (2013) ruled that a state’s public records law limited access to public records to only the citizens of that state. Therefore, Alabama Attorney General Opinion 2018-030 has concluded that generally, access to public records is limited to requests by Alabama citizens only. Muckrock is not a resident citizen of Alabama.

Accordingly, we are unable to fulfill your request.

Sincerely,

EDWARD E. BLAIR
Assistant City Attorney
City of Huntsville
P.O. Box 308
Huntsville, AL 35804
(256) 427-5026
(256) 427-5043 (fax)

Email: eddie.blair@huntsvilleal.gov<mailto:eddie.blair@huntsvilleal.gov>

President: Alabama Association of Municipal Attorneys (AAMA)
[cid:image001.png@01DB3B43.FCC5CA30]

PERSONAL AND CONFIDENTIAL LAWYER-CLIENT LEGAL COMMUNICATION

Confidentiality Notice and Disclaimer: This e-mail is from the Office of the City Attorney, and it may be protected by the attorney-client privilege or as attorney work-product, or contain otherwise confidential information. ACCORDINGLY, DO NOT FORWARD THE CONTENTS OF THIS MESSAGE, WITHOUT THE APPROVAL OF THE SENDER. If you received the message by error, please notify the sender that you received it by replying to this e-mail, and then delete it from your computer. Unless specifically stated otherwise in the body of the message, the content of the message is not to be construed as establishing an attorney-client relationship if one does not otherwise exist, or as consent to conduct business by any electronic medium.",denial
"Good afternoon,

This request was closed as a duplicate.

Sincerely,

Ore Fashola

Oreoluwa (Ore) Fashola
Supervisory Government Information Specialist
Freedom of Information & Privacy Act Office (FOI/PA)
Office of Hearings and Appeals (OHA)
U.S. Small Business Administration (SBA)
409 Third Street, SW
Washington, DC 20416
Ê (202) 401-7793
• oreoluwa.fashola@sba.gov<mailto:oreoluwa.fashola@sba.gov>

Please let us know how we’re doing, complete the survey below!

Take survey here.<https://sbaprod.servicenowservices.com/assessment_take2.do?sysparm_assessable_type=9dfc1f911b758610edbf202ce54bcb1a>

[SBA-Hor-Email]

[https://content.govdelivery.com/attachments/fancy_images/USSBA/2014/10/362635/379695/twitter-logo-blue_crop.png]<http://links.govdelivery.com/track?type=click&enid=ZWFzPTEmbWFpbGluZ2lkPTIwMTcwMTExLjY4NjI3MjkxJm1lc3NhZ2VpZD1NREItUFJELUJVTC0yMDE3MDExMS42ODYyNzI5MSZkYXRhYmFzZWlkPTEwMDEmc2VyaWFsPTE3MTE4MTI4JmVtYWlsaWQ9b3Jlb2x1d2EuZmFzaG9sYUBzYmEuZ292JnVzZXJpZD1vcmVvbHV3YS5mYXNob2xhQHNiYS5nb3YmZmw9JmV4dHJhPU11bHRpdmFyaWF0ZUlkPSYmJg==&&&104&&&http://www.sba.gov/social-media?utm_medium=email&utm_source=govdelivery>
[cid:image003.png@01DB3B4F.F2C4A3B0]<http://links.govdelivery.com/track?type=click&enid=ZWFzPTEmbWFpbGluZ2lkPTIwMTcwMTExLjY4NjI3MjkxJm1lc3NhZ2VpZD1NREItUFJELUJVTC0yMDE3MDExMS42ODYyNzI5MSZkYXRhYmFzZWlkPTEwMDEmc2VyaWFsPTE3MTE4MTI4JmVtYWlsaWQ9b3Jlb2x1d2EuZmFzaG9sYUBzYmEuZ292JnVzZXJpZD1vcmVvbHV3YS5mYXNob2xhQHNiYS5nb3YmZmw9JmV4dHJhPU11bHRpdmFyaWF0ZUlkPSYmJg==&&&105&&&http://www.facebook.com/sbagov?utm_medium=email&utm_source=govdelivery>
[https://content.govdelivery.com/attachments/fancy_images/USSBA/2011/10/40151/72330/youtube-original-crop_original_crop.png]<http://links.govdelivery.com/track?type=click&enid=ZWFzPTEmbWFpbGluZ2lkPTIwMTcwMTExLjY4NjI3MjkxJm1lc3NhZ2VpZD1NREItUFJELUJVTC0yMDE3MDExMS42ODYyNzI5MSZkYXRhYmFzZWlkPTEwMDEmc2VyaWFsPTE3MTE4MTI4JmVtYWlsaWQ9b3Jlb2x1d2EuZmFzaG9sYUBzYmEuZ292JnVzZXJpZD1vcmVvbHV3YS5mYXNob2xhQHNiYS5nb3YmZmw9JmV4dHJhPU11bHRpdmFyaWF0ZUlkPSYmJg==&&&106&&&http://www.youtube.com/sba?utm_medium=email&utm_source=govdelivery>
This electronic message contains information generated by the SBA solely for the intended recipients. Any unauthorized interception of this message or the use or disclosure of the information it contains may violate the law and subject the violator to civil or criminal penalties. If you believe you have received this message in error, please notify the sender and delete the email immediately.",denial
"Hello -
We are in receipt of your PIA Request for information around trainings referencing Excited Delirium, Agitated Delirium, Bell's Mania, and/or Lethal Catatonia.

Please note that the Baltimore County Department of Health does not provide trainings in these areas and does not have training materials responsive to your request.

Thank you for reaching out to us.

Elyn Garrett Jones (hear my name)<https://namedrop.io/elyngarrettjones>
Public Information Officer
Baltimore County Department of Health and Human Services
Drumcastle Government Center
6401 York Road
Baltimore, Maryland 21212

Phone: 410-887-1HHS (1447)
Email: hhs@baltimorecountymd.gov<mailto:hhs@baltimorecountymd.gov>

A county where people lead healthy, safe, productive lives
Follow HHS on Facebook!<https://secure-web.cisco.com/1jKZpeLekVvV-S__UHkwVfmek7o3-AGM6UN2OLtL4Wim0lQGa5K19Nw29P7_cGfKDUi2wo-v-S2RpEtm0Obi_6c61tDIn0qcYbKskJ1TeFFHRsaIl4wKpFwkEbFfdYQXARONkId7usLRMR796zlDtmC2g5uJd1lhakYE4KBs9vcX1cKNs23aka_69y6QuOzWEX69zIG7044b9MCq7HmSS8pY5w1WTVd8cxQPjoPITe81HPr5h7wEHNBkxDse2g6Ep-kOfQtHnChkRLuIlr_Z36ckfu7dHvVqq2fvSTIm6pvGUK97vnU2WqISoj4C4dw6qTdpQBPPsGIhhoyqhMWzP5BAwbx7jxrzmpBZ_09Zry1iEwjZH29MEmfRH5xWol7wBEcQqOJGXJcWS3oaS-izVjYrmHo896GSlBl8LCKneKG8Kqv9Ifg-N9hn-jLxiuqkGqQ9E-KEaIXS0WhFQQydYSA/https%3A%2F%2Fwww.facebook.com%2FBaltCoHHS>

[cid:image001.gif@01DB3B5F.74C6F750]",denial
"City of Providence

************************************************************************

Record request #24-1428 has been closed. The closure reason supplied was:

The City of Providence does not maintain documents responsive to this request. The state's master jury list is likely maintained by the State of Rhode Island.

In accordance with R.I. Gen. Laws § 38-2-8, you may wish to appeal this decision to the Chief Administrative Officer. In this instance, Jeff Dana, City Solicitor, fulfills that role. You may also wish to file a complaint with the Department of the Attorney General or the Rhode Island Superior Court.

************************************************************************
<em>Questions about your request?</em> Reply to this email or sign in to contact staff at City of Providence.<br><em>Technical support:</em> See our <a href=""https://www.nextrequest.civicplus.help/hc/en-us/categories/17720084172567-Requesters"">help page</a>",denial
"To Whom It May Concern:

Your October 22, 2024 emailed request for information directed to Assistant State Court Administrator Alexandra E. Kriss has been referred to this office for review and response. In your email, you seek two (2) categories of materials “regarding the compilation and composition of the state’s master jury list.”

These requests are governed by the Rhode Island Access to Public Records Act (the “APRA”), G.L. 1956 §§ 38-2-1 et seq. The APRA permits access to “public records” in the possession of Rhode Island state agencies as that term is defined in the statute. See G.L. 1956 § 38-2-1; § 38-2-3(a). The term “public records” is defined in G.L. 1956 § 38-2-2(4) to encompass a wide variety of records. However, § 38-2-2(4) also lists many types of records that “shall not be deemed public” and are, therefore, exempt or otherwise excluded from disclosure under the APRA.

With these background principles in mind, responses to your requests are as follows.

· Request #1: “All current policies and procedures regarding how the current master jury list was compiled and how often master jury lists are reviewed and updated. Please name all source lists (driver’s license records, voter registration lists, etc) that were utilized in creating the current master jury list.”

· Response #1: Please be advised that the Judiciary does not maintain any documents responsive to this request. Accordingly, pursuant to G.L. 1956 § 38-2-7(c) please be advised that the Judiciary cannot fulfill this request on the ground that it is not in possession of any responsive records. See Howard v. RI DEM, 2018 WL 6074350, at *2 (R.I.A.G. Nov. 5, 2018); see also G.L. 1956 § 38-2-3(h).

I respectfully suggest you consult Title 9, Chapter 9 of the Rhode Island General Laws, which sets forth the statutory scheme applicable to the compilation of jury lists in Rhode Island. Title 9, Chapter 9 of the General Laws may be accessed for free here: https://webserver.rilegislature.gov//Statutes/TITLE9/9-9/INDEX.htm<https://webserver.rilegislature.gov/Statutes/TITLE9/9-9/INDEX.htm>.

· Request #2: “All reports, databases, spreadsheets, or equivalent materials regarding the composition of the current master jury list. Please include the total number of individuals on the current master jury list and all relevant demographic data, including but not limited to the race, age and gender of individuals that comprise the current master jury list.”

· Response #2: Please be advised that the Judiciary does not maintain any records containing “relevant demographic data, including but not limited to the race, age and gender of individuals that comprise the current master jury list.” Accordingly, pursuant to G.L. 1956 § 38-2-7(c) please be advised that the Judiciary cannot fulfill this portion of your request on the ground that it is not in possession of any responsive records. See Howard, 2018 WL 6074350 at *2; see also G.L. 1956 § 38-2-3(h).

With regard to your request for “reports, databases, spreadsheets, or equivalent materials regarding the composition of the current master jury list” as well as for “the total number of individuals on the current master jury list,” please be advised that certain jury roll information may be obtained directly from the Office of the Jury Commissioner. The Jury Commissioner may be reached at (401) 222-5879.

Notwithstanding, it is the determination of this office that the APRA is not the proper vehicle through which to request this information pursuant to several statutory exceptions. First, the information you request is exempt from disclosure pursuant to G.L. 1956 § 38-2-2(4)(T), which states that the APRA applies to judicial bodies “only in respect to their administrative function.” The composition, management, and maintenance of juror rolls is not administrative but, rather, pertains to a core adjudicative function of the judicial branch of government pursuant to the jury’s central role in the administration of justice in Rhode Island since its founding. See Article I, § 10 and § 15 of the Rhode Island Constitution; Advisory Opinion to Senate, 108 R.I. 628, 631-41, 278 A.2d 852, 853-59 (1971); In re Opinion to the Governor, 62 R.I. 200, 4 A.2d 487, 487-91 (1939). Accordingly, the APRA does not apply to documentation related thereto See Caldwell v. RITT, 2021 WL 4202803, at *3 (R.I.A.G. Aug. 2, 2021); Ritchotte v. Town of Coventry, 2017 WL 4157664, at *2 (R.I.A.G. Aug. 18, 2017). Moreover, because this information is wholly non-public, no reasonably segregable portion or portions are disclosable. See G.L. 1956 § 38-2-3(b).

Second, G.L. 1956 § 38-2-2(4)(S) exempts from disclosure “[r]ecords, reports, opinions, information, and statements required to be kept confidential by federal law or regulation or state law or rule of court.” The master jury roll in Rhode Island is composed of information received from several sources—local boards of canvassers, the Department of Motor Vehicles, the Department of Revenue, and the Department of Labor and Training. See G.L. 1956 § 9-9-1. Such records are all individually required to be kept confidential pursuant to state law. See G.L. 1956 §§ 17-9.1-6 and 17-28-9 (voter registrations); G.L. 1956 § 31-10.4-3 (driver’s license/state I.D. card records); G.L. 1956 § 44-58-6 (taxpayer information); G.L. 1956 § 28-39-19 and 28-42-38 (unemployment records). Therefore, the information you seek is separately exempt from disclosure under this exception as well. See Sinapi v. BHDDH, 2023 WL 2717803, at *3-*4 (R.I.A.G. Feb. 6, 2023) (determining that BHDDH properly withheld certain documentation from disclosure because the records were considered confidential and non-public under G.L. 1956 § 40.1-24-12). Again, because such information is wholly non-public, no reasonably segregable portion or portions are disclosable. See G.L. 1956 § 38-2-3(b).

Finally, the records you seek are also independently except from disclosure pursuant to G.L. 1956 § 38-2-2(4)(A)(I)(b), which excludes from the definition of “public records” those “[p]ersonnel and other personal individually identifiable records otherwise deemed confidential by federal or state law or regulation, or the disclosure of which would constitute a clearly unwarranted invasion of personal privacy pursuant to 5 U.S.C. § 552 et seq. . . . .” “The plain language of this provision contemplates a ‘balancing test’ whereby the public interest in disclosure is weighed against any privacy interest . . . to determine whether the disclosure of the requested records, in whole or in part, ‘would constitute a clearly unwarranted invasion of personal privacy.’” Burke v. City of Warwick, 2022 WL 1207487, at *2 (R.I.A.G. Mar. 9, 2022) (quoting G.L. 1956 § 38-2-2(4)(A)(I)(b)). This test requires the balancing of “the public’s right to ‘[o]fficial information that sheds light on an agency’s performance of its statutory duties,’ against the privacy interests implicated by disclosure.” Collette v. Town of Hopkinton, 2016 WL 499007, at *5 (R.I.A.G. Feb. 2, 2016).

Here, the balancing test does not favor disclosure.",denial
